schoolid,schoolname,calendaryear,firsttimebaryear,state,takers,passers,schoolpasspct,passpct,passpctdiff
00167100,Depaul University,2013,2012,IL,312,273,0.875,0.8734,0.0016
00167100,Depaul University,2014,2013,IL,260,227,0.8731,0.8784,-0.0053
00167100,Depaul University,2014,2013,MI,8,5,0.625,0.6916,-0.0666
00167100,Depaul University,2014,2013,MO,4,4,1,0.9044,0.0956
00167100,Depaul University,2014,2013,NY,8,7,0.875,0.8476,0.0274
00167100,Depaul University,2015,2014,IL,251,218,0.8685,0.8541,0.0144
00167100,Depaul University,2016,2015,IL,210,171,0.8143,0.808,0.0063
00167100,Depaul University,2017,2016,IL,204,144,0.7059,0.7783,-0.0724
00167100,Depaul University,2018,2017,IL,182,128,0.7033,0.7982,-0.0949
00169101,Chicago-Kent College of Law-IIT,2009,2008,IL,270,260,0.963,0.9094,0.0536
00169101,Chicago-Kent College of Law-IIT,2010,2009,IL,269,256,0.9517,0.9089,0.0428
00169101,Chicago-Kent College of Law-IIT,2011,2010,IL,241,226,0.9378,0.8938,0.044
00169101,Chicago-Kent College of Law-IIT,2012,2011,IL,287,279,0.9721,0.891,0.0811
00169101,Chicago-Kent College of Law-IIT,2013,2012,IL,252,239,0.9484,0.8734,0.075
00169101,Chicago-Kent College of Law-IIT,2014,2013,IL,257,239,0.93,0.8784,0.0516
00169101,Chicago-Kent College of Law-IIT,2015,2014,IL,253,224,0.8854,0.8541,0.0313
00169101,Chicago-Kent College of Law-IIT,2016,2015,IL,238,200,0.8403,0.808,0.0323
00169101,Chicago-Kent College of Law-IIT,2017,2016,IL,216,180,0.8333,0.7783,0.055
00169101,Chicago-Kent College of Law-IIT,2018,2017,IL,188,148,0.7872,0.7982,-0.011
00169800,John Marshall Law School,2009,2008,IL,379,333,0.8786,0.9094,-0.0308
00169800,John Marshall Law School,2010,2009,IL,376,320,0.8511,0.9089,-0.0578
00169800,John Marshall Law School,2011,2010,IL,355,315,0.8873,0.8938,-0.0065
00169800,John Marshall Law School,2012,2011,IL,360,300,0.8333,0.891,-0.0577
00169800,John Marshall Law School,2013,2012,IL,369,308,0.8347,0.8734,-0.0387
00169800,John Marshall Law School,2014,2013,IL,364,309,0.8489,0.8784,-0.0295
00169800,John Marshall Law School,2015,2014,IL,361,305,0.8449,0.8541,-0.0092
00169800,John Marshall Law School,2016,2015,IL,336,243,0.7232,0.808,-0.0848
00169800,John Marshall Law School,2017,2016,IL,259,176,0.6795,0.7783,-0.0988
00169800,John Marshall Law School,2018,2017,IL,241,177,0.7344,0.7982,-0.0638
00171000,Loyola University-Chicago,2009,2008,IL,194,183,0.9433,0.9094,0.0339
00171000,Loyola University-Chicago,2010,2009,IL,253,235,0.9289,0.9089,0.02
00171000,Loyola University-Chicago,2010,2009,WI,7,7,1,0.908,0.092
00171000,Loyola University-Chicago,2011,2010,IL,236,209,0.8856,0.8938,-0.0082
00171000,Loyola University-Chicago,2011,2010,WI,2,2,1,0.9293,0.0707
00171000,Loyola University-Chicago,2012,2011,IL,206,183,0.8883,0.891,-0.0027
00171000,Loyola University-Chicago,2012,2011,ME,1,1,1,0.7337,0.2663
00171000,Loyola University-Chicago,2012,2011,PA,3,3,1,0.8458,0.1542
00171000,Loyola University-Chicago,2012,2011,WI,2,2,1,0.8849,0.1151
00171000,Loyola University-Chicago,2013,2012,IL,212,193,0.9104,0.8734,0.037
00171000,Loyola University-Chicago,2013,2012,NV,1,1,1,0.7393,0.2607
00171000,Loyola University-Chicago,2013,2012,NY,3,3,1,0.8155,0.1845
00171000,Loyola University-Chicago,2013,2012,WI,2,2,1,0.8619,0.1381
00171000,Loyola University-Chicago,2014,2013,IL,239,211,0.8828,0.8784,0.0044
00171000,Loyola University-Chicago,2014,2013,MO,4,4,1,0.9044,0.0956
00171000,Loyola University-Chicago,2014,2013,WA,2,2,1,0.8195,0.1805
00171000,Loyola University-Chicago,2015,2014,IL,230,192,0.8348,0.8541,-0.0193
00171000,Loyola University-Chicago,2016,2015,IL,228,181,0.7939,0.808,-0.0141
00171000,Loyola University-Chicago,2017,2016,IL,175,137,0.7829,0.7783,0.0046
00171000,Loyola University-Chicago,2018,2017,IL,189,146,0.7725,0.7982,-0.0257
00173700,Northern Illinois University,2009,2008,IL,102,98,0.9608,0.9094,0.0514
00173700,Northern Illinois University,2010,2009,IL,74,59,0.7973,0.9089,-0.1116
00173700,Northern Illinois University,2011,2010,IL,90,74,0.8222,0.8938,-0.0716
00173700,Northern Illinois University,2012,2011,IL,90,78,0.8667,0.891,-0.0243
00173700,Northern Illinois University,2013,2012,IL,79,69,0.8734,0.8734,0
00173700,Northern Illinois University,2014,2013,IL,103,90,0.8738,0.8784,-0.0046
00173700,Northern Illinois University,2015,2014,IL,86,73,0.8488,0.8541,-0.0053
00173700,Northern Illinois University,2016,2015,IL,91,67,0.7363,0.808,-0.0717
00173700,Northern Illinois University,2017,2016,IL,75,61,0.8133,0.7783,0.035
00173700,Northern Illinois University,2018,2017,IL,60,47,0.7833,0.7982,-0.0149
00173900,Northwestern University,2009,2008,IL,120,118,0.9833,0.9094,0.0739
00173900,Northwestern University,2009,2008,NY,53,48,0.9057,0.8898,0.0159
00173900,Northwestern University,2010,2009,IL,124,118,0.9516,0.9089,0.0427
00173900,Northwestern University,2010,2009,NY,78,65,0.8333,0.8651,-0.0318
00173900,Northwestern University,2011,2010,CA,13,1,0.0769,0.7124,-0.6355
00173900,Northwestern University,2011,2010,IL,130,125,0.9615,0.8938,0.0677
00173900,Northwestern University,2011,2010,NJ,4,1,0.25,0.8234,-0.5734
00173900,Northwestern University,2011,2010,NY,53,49,0.9245,0.8492,0.0753
00173900,Northwestern University,2011,2010,PA,1,1,1,0.8306,0.1694
00173900,Northwestern University,2012,2011,CA,32,28,0.875,0.7215,0.1535
00173900,Northwestern University,2012,2011,IL,115,108,0.9391,0.891,0.0481
00173900,Northwestern University,2012,2011,NY,72,67,0.9306,0.8503,0.0803
00173900,Northwestern University,2013,2012,CA,41,31,0.7561,0.7143,0.0418
00173900,Northwestern University,2013,2012,IL,129,124,0.9612,0.8734,0.0878
00173900,Northwestern University,2013,2012,NY,60,53,0.8833,0.8155,0.0678
00173900,Northwestern University,2014,2013,CA,44,37,0.8409,0.7109,0.13
00173900,Northwestern University,2014,2013,IL,130,124,0.9538,0.8784,0.0754
00173900,Northwestern University,2014,2013,NY,79,70,0.8861,0.8476,0.0385
00173900,Northwestern University,2015,2014,CA,36,28,0.7778,0.6605,0.1173
00173900,Northwestern University,2015,2014,IL,132,122,0.9242,0.8541,0.0701
00173900,Northwestern University,2015,2014,NY,56,45,0.8036,0.786,0.0176
00173900,Northwestern University,2016,2015,CA,53,40,0.7547,0.637,0.1177
00173900,Northwestern University,2016,2015,IL,129,117,0.907,0.808,0.099
00173900,Northwestern University,2016,2015,NY,64,54,0.8438,0.7812,0.0626
00173900,Northwestern University,2017,2016,CA,26,15,0.5769,0.6005,-0.0236
00173900,Northwestern University,2017,2016,IL,110,92,0.8364,0.7783,0.0581
00173900,Northwestern University,2017,2016,NY,61,54,0.8852,0.8101,0.0751
00173900,Northwestern University,2018,2017,CA,35,29,0.8286,0.6619,0.1667
00173900,Northwestern University,2018,2017,IL,105,99,0.9429,0.7982,0.1447
00173900,Northwestern University,2018,2017,NY,63,56,0.8889,0.8392,0.0497
00175800,Southern Illinois University-Carbondale,2009,2008,IL,76,72,0.9474,0.9094,0.038
00175800,Southern Illinois University-Carbondale,2009,2008,MO,11,11,1,0.9233,0.0767
00175800,Southern Illinois University-Carbondale,2010,2009,IL,74,67,0.9054,0.9089,-0.0035
00175800,Southern Illinois University-Carbondale,2010,2009,MO,13,12,0.9231,0.9181,0.005
00175800,Southern Illinois University-Carbondale,2011,2010,IL,98,73,0.7449,0.8938,-0.1489
00175800,Southern Illinois University-Carbondale,2011,2010,MO,12,10,0.8333,0.9024,-0.0691
00175800,Southern Illinois University-Carbondale,2012,2011,IL,67,59,0.8806,0.891,-0.0104
00175800,Southern Illinois University-Carbondale,2012,2011,KY,3,2,0.6667,0.8627,-0.196
00175800,Southern Illinois University-Carbondale,2012,2011,MO,7,7,1,0.9337,0.0663
00175800,Southern Illinois University-Carbondale,2013,2012,IL,84,67,0.7976,0.8734,-0.0758
00175800,Southern Illinois University-Carbondale,2013,2012,MO,11,8,0.7273,0.9211,-0.1938
00175800,Southern Illinois University-Carbondale,2014,2013,IL,90,80,0.8889,0.8784,0.0105
00175800,Southern Illinois University-Carbondale,2014,2013,MO,17,15,0.8824,0.9044,-0.022
00175800,Southern Illinois University-Carbondale,2015,2014,IL,83,71,0.8554,0.8541,0.0013
00175800,Southern Illinois University-Carbondale,2015,2014,MO,7,7,1,0.8759,0.1241
00175800,Southern Illinois University-Carbondale,2016,2015,IL,61,41,0.6721,0.808,-0.1359
00175800,Southern Illinois University-Carbondale,2016,2015,MO,13,10,0.7692,0.8734,-0.1042
00175800,Southern Illinois University-Carbondale,2017,2016,IL,63,36,0.5714,0.7783,-0.2069
00175800,Southern Illinois University-Carbondale,2017,2016,MO,21,14,0.6667,0.8348,-0.1681
00175800,Southern Illinois University-Carbondale,2018,2017,IL,58,39,0.6724,0.7982,-0.1258
00175800,Southern Illinois University-Carbondale,2018,2017,MO,22,14,0.6364,0.863,-0.2266
00177400,University of Chicago,2009,2008,CA,36,35,0.9722,0.7807,0.1915
00177400,University of Chicago,2009,2008,IL,81,77,0.9506,0.9094,0.0412
00177400,University of Chicago,2009,2008,NY,48,45,0.9375,0.8898,0.0477
00177400,University of Chicago,2010,2009,CA,33,26,0.7879,0.7319,0.056
00177400,University of Chicago,2010,2009,IL,80,78,0.975,0.9089,0.0661
00177400,University of Chicago,2010,2009,NY,51,46,0.902,0.8651,0.0369
00177400,University of Chicago,2011,2010,IL,81,78,0.963,0.8938,0.0692
00177400,University of Chicago,2011,2010,NY,60,55,0.9167,0.8492,0.0675
00177400,University of Chicago,2012,2011,CA,36,28,0.7778,0.7215,0.0563
00177400,University of Chicago,2012,2011,IL,84,81,0.9643,0.891,0.0733
00177400,University of Chicago,2012,2011,NY,38,35,0.9211,0.8503,0.0708
00177400,University of Chicago,2013,2012,CA,31,26,0.8387,0.7143,0.1244
00177400,University of Chicago,2013,2012,IL,93,88,0.9462,0.8734,0.0728
00177400,University of Chicago,2013,2012,NY,45,43,0.9556,0.8155,0.1401
00177400,University of Chicago,2014,2013,CA,39,33,0.8462,0.7109,0.1353
00177400,University of Chicago,2014,2013,IL,69,68,0.9855,0.8784,0.1071
00177400,University of Chicago,2014,2013,NY,47,46,0.9787,0.8476,0.1311
00177400,University of Chicago,2015,2014,CA,31,24,0.7742,0.6605,0.1137
00177400,University of Chicago,2015,2014,IL,73,71,0.9726,0.8541,0.1185
00177400,University of Chicago,2015,2014,NY,48,45,0.9375,0.786,0.1515
00177400,University of Chicago,2016,2015,CA,29,27,0.931,0.637,0.294
00177400,University of Chicago,2016,2015,IL,76,76,1,0.808,0.192
00177400,University of Chicago,2016,2015,NY,57,49,0.8596,0.7812,0.0784
00177400,University of Chicago,2017,2016,CA,29,25,0.8621,0.6005,0.2616
00177400,University of Chicago,2017,2016,IL,76,74,0.9737,0.7783,0.1954
00177400,University of Chicago,2017,2016,NY,57,57,1,0.8101,0.1899
00177400,University of Chicago,2017,2016,TX,12,12,1,0.7704,0.2296
00177400,University of Chicago,2018,2017,CA,29,29,1,0.6619,0.3381
00177400,University of Chicago,2018,2017,IL,83,82,0.988,0.7982,0.1898
00177400,University of Chicago,2018,2017,NY,49,48,0.9796,0.8392,0.1404
00177400,University of Chicago,2018,2017,TX,17,17,1,0.7657,0.2343
00177500,University of Illinois,2009,2008,IL,170,155,0.9118,0.9094,0.0024
00177500,University of Illinois,2009,2008,NY,12,11,0.9167,0.8898,0.0269
00177500,University of Illinois,2010,2009,IL,141,135,0.9574,0.9089,0.0485
00177500,University of Illinois,2010,2009,NY,13,12,0.9231,0.8651,0.058
00177500,University of Illinois,2011,2010,IL,150,139,0.9267,0.8938,0.0329
00177500,University of Illinois,2012,2011,CA,16,9,0.5625,0.7215,-0.159
00177500,University of Illinois,2012,2011,IL,112,104,0.9286,0.891,0.0376
00177500,University of Illinois,2013,2012,CA,22,13,0.5909,0.7143,-0.1234
00177500,University of Illinois,2013,2012,IL,131,128,0.9771,0.8734,0.1037
00177500,University of Illinois,2014,2013,IL,153,145,0.9477,0.8784,0.0693
00177500,University of Illinois,2014,2013,NY,18,17,0.9444,0.8476,0.0968
00177500,University of Illinois,2015,2014,IL,119,101,0.8487,0.8541,-0.0054
00177500,University of Illinois,2015,2014,NY,12,8,0.6667,0.786,-0.1193
00177500,University of Illinois,2016,2015,IL,126,110,0.873,0.808,0.065
00177500,University of Illinois,2017,2016,IL,126,114,0.9048,0.7783,0.1265
00177500,University of Illinois,2018,2017,CA,11,7,0.6364,0.6619,-0.0255
00177500,University of Illinois,2018,2017,IL,97,93,0.9588,0.7982,0.1606
00177500,University of Illinois,2018,2017,NY,10,7,0.7,0.8392,-0.1392
00180500,Indiana Tech Law School,2016,2015,IN,0,0,0,,
00180900,Indiana University - Bloomington,2009,2008,IL,46,42,0.913,0.9094,0.0036
00180900,Indiana University - Bloomington,2009,2008,IN,85,81,0.9529,0.8439,0.109
00180900,Indiana University - Bloomington,2010,2009,IL,33,30,0.9091,0.9089,0.0002
00180900,Indiana University - Bloomington,2010,2009,IN,96,92,0.9583,0.8274,0.1309
00180900,Indiana University - Bloomington,2011,2010,IL,34,30,0.8824,0.8938,-0.0114
00180900,Indiana University - Bloomington,2011,2010,IN,89,75,0.8427,0.8093,0.0334
00180900,Indiana University - Bloomington,2011,2010,NY,24,17,0.7083,0.8492,-0.1409
00180900,Indiana University - Bloomington,2012,2011,CA,10,5,0.5,0.7215,-0.2215
00180900,Indiana University - Bloomington,2012,2011,IL,16,15,0.9375,0.891,0.0465
00180900,Indiana University - Bloomington,2012,2011,IN,94,87,0.9255,0.8328,0.0927
00180900,Indiana University - Bloomington,2012,2011,MI,6,6,1,0.8217,0.1783
00180900,Indiana University - Bloomington,2012,2011,NY,9,8,0.8889,0.8503,0.0386
00180900,Indiana University - Bloomington,2013,2012,IL,29,27,0.931,0.8734,0.0576
00180900,Indiana University - Bloomington,2013,2012,IN,74,65,0.8784,0.7943,0.0841
00180900,Indiana University - Bloomington,2013,2012,MI,10,8,0.8,0.6432,0.1568
00180900,Indiana University - Bloomington,2013,2012,NY,19,13,0.6842,0.8155,-0.1313
00180900,Indiana University - Bloomington,2014,2013,CA,15,10,0.6667,0.7109,-0.0442
00180900,Indiana University - Bloomington,2014,2013,IL,39,37,0.9487,0.8784,0.0703
00180900,Indiana University - Bloomington,2014,2013,IN,74,71,0.9595,0.8258,0.1337
00180900,Indiana University - Bloomington,2014,2013,NY,13,10,0.7692,0.8476,-0.0784
00180900,Indiana University - Bloomington,2014,2013,TX,10,10,1,0.8508,0.1492
00180900,Indiana University - Bloomington,2015,2014,CA,15,6,0.4,0.6605,-0.2605
00180900,Indiana University - Bloomington,2015,2014,IL,33,31,0.9394,0.8541,0.0853
00180900,Indiana University - Bloomington,2015,2014,IN,67,63,0.9403,0.7939,0.1464
00180900,Indiana University - Bloomington,2015,2014,NY,14,8,0.5714,0.786,-0.2146
00180900,Indiana University - Bloomington,2015,2014,OH,9,9,1,0.8113,0.1887
00180900,Indiana University - Bloomington,2016,2015,CO,8,8,1,0.7575,0.2425
00180900,Indiana University - Bloomington,2016,2015,IL,29,26,0.8966,0.808,0.0886
00180900,Indiana University - Bloomington,2016,2015,IN,76,67,0.8816,0.786,0.0956
00180900,Indiana University - Bloomington,2016,2015,NY,16,10,0.625,0.7812,-0.1562
00180900,Indiana University - Bloomington,2016,2015,OH,9,9,1,0.7857,0.2143
00180900,Indiana University - Bloomington,2017,2016,IL,30,26,0.8667,0.7783,0.0884
00180900,Indiana University - Bloomington,2017,2016,IN,69,61,0.8841,0.6989,0.1852
00180900,Indiana University - Bloomington,2017,2016,NY,18,13,0.7222,0.8101,-0.0879
00180900,Indiana University - Bloomington,2018,2017,IL,21,21,1,0.7982,0.2018
00180900,Indiana University - Bloomington,2018,2017,IN,74,64,0.8649,0.7288,0.1361
00180900,Indiana University - Bloomington,2018,2017,NY,15,12,0.8,0.8392,-0.0392
00181300,Indiana University - Indianapolis,2009,2008,IN,229,192,0.8384,0.8439,-0.0055
00181300,Indiana University - Indianapolis,2010,2009,IN,225,186,0.8267,0.8274,-0.0007
00181300,Indiana University - Indianapolis,2011,2010,IN,258,214,0.8295,0.8093,0.0202
00181300,Indiana University - Indianapolis,2012,2011,IN,198,164,0.8283,0.8328,-0.0045
00181300,Indiana University - Indianapolis,2013,2012,IN,234,186,0.7949,0.7943,0.0006
00181300,Indiana University - Indianapolis,2014,2013,GA,2,2,1,0.8515,0.1485
00181300,Indiana University - Indianapolis,2014,2013,IN,203,166,0.8177,0.8258,-0.0081
00181300,Indiana University - Indianapolis,2014,2013,MI,1,1,1,0.6916,0.3084
00181300,Indiana University - Indianapolis,2014,2013,NJ,1,1,1,0.7869,0.2131
00181300,Indiana University - Indianapolis,2014,2013,TX,2,2,1,0.8508,0.1492
00181300,Indiana University - Indianapolis,2015,2014,IN,225,178,0.7911,0.7939,-0.0028
00181300,Indiana University - Indianapolis,2016,2015,IN,234,186,0.7949,0.786,0.0089
00181300,Indiana University - Indianapolis,2017,2016,IN,196,134,0.6837,0.6989,-0.0152
00181300,Indiana University - Indianapolis,2018,2017,IN,192,133,0.6927,0.7288,-0.0361
00184000,University of Notre Dame,2009,2008,CA,24,21,0.875,0.7807,0.0943
00184000,University of Notre Dame,2009,2008,IL,45,45,1,0.9094,0.0906
00184000,University of Notre Dame,2009,2008,IN,12,12,1,0.8439,0.1561
00184000,University of Notre Dame,2009,2008,NY,23,22,0.9565,0.8898,0.0667
00184000,University of Notre Dame,2009,2008,TX,9,7,0.7778,0.8454,-0.0676
00184000,University of Notre Dame,2010,2009,CA,29,19,0.6552,0.7319,-0.0767
00184000,University of Notre Dame,2010,2009,IL,41,40,0.9756,0.9089,0.0667
00184000,University of Notre Dame,2010,2009,IN,14,12,0.8571,0.8274,0.0297
00184000,University of Notre Dame,2010,2009,NY,21,20,0.9524,0.8651,0.0873
00184000,University of Notre Dame,2010,2009,TX,14,12,0.8571,0.8548,0.0023
00184000,University of Notre Dame,2011,2010,CA,28,21,0.75,0.7124,0.0376
00184000,University of Notre Dame,2011,2010,FL,12,9,0.75,0.7763,-0.0263
00184000,University of Notre Dame,2011,2010,IL,35,35,1,0.8938,0.1062
00184000,University of Notre Dame,2011,2010,IN,13,11,0.8462,0.8093,0.0369
00184000,University of Notre Dame,2011,2010,NY,22,20,0.9091,0.8492,0.0599
00184000,University of Notre Dame,2012,2011,CA,14,13,0.9286,0.7215,0.2071
00184000,University of Notre Dame,2012,2011,IL,25,23,0.92,0.891,0.029
00184000,University of Notre Dame,2012,2011,IN,13,12,0.9231,0.8328,0.0903
00184000,University of Notre Dame,2012,2011,NY,35,31,0.8857,0.8503,0.0354
00184000,University of Notre Dame,2012,2011,OH,12,12,1,0.8634,0.1366
00184000,University of Notre Dame,2013,2012,CA,30,22,0.7333,0.7143,0.019
00184000,University of Notre Dame,2013,2012,IL,31,29,0.9355,0.8734,0.0621
00184000,University of Notre Dame,2013,2012,IN,10,10,1,0.7943,0.2057
00184000,University of Notre Dame,2013,2012,NY,30,24,0.8,0.8155,-0.0155
00184000,University of Notre Dame,2013,2012,OH,11,11,1,0.8405,0.1595
00184000,University of Notre Dame,2014,2013,CA,20,11,0.55,0.7109,-0.1609
00184000,University of Notre Dame,2014,2013,FL,13,8,0.6154,0.7791,-0.1637
00184000,University of Notre Dame,2014,2013,IL,36,35,0.9722,0.8784,0.0938
00184000,University of Notre Dame,2014,2013,IN,13,12,0.9231,0.8258,0.0973
00184000,University of Notre Dame,2014,2013,NY,23,22,0.9565,0.8476,0.1089
00184000,University of Notre Dame,2015,2014,CA,16,8,0.5,0.6605,-0.1605
00184000,University of Notre Dame,2015,2014,IL,33,31,0.9394,0.8541,0.0853
00184000,University of Notre Dame,2015,2014,NY,27,21,0.7778,0.786,-0.0082
00184000,University of Notre Dame,2015,2014,OH,14,14,1,0.8113,0.1887
00184000,University of Notre Dame,2015,2014,PA,14,11,0.7857,0.8085,-0.0228
00184000,University of Notre Dame,2016,2015,CA,12,8,0.6667,0.637,0.0297
00184000,University of Notre Dame,2016,2015,FL,11,6,0.5455,0.6779,-0.1324
00184000,University of Notre Dame,2016,2015,IL,53,51,0.9623,0.808,0.1543
00184000,University of Notre Dame,2016,2015,IN,12,10,0.8333,0.786,0.0473
00184000,University of Notre Dame,2016,2015,NY,15,12,0.8,0.7812,0.0188
00184000,University of Notre Dame,2017,2016,CA,26,19,0.7308,0.6005,0.1303
00184000,University of Notre Dame,2017,2016,IL,39,35,0.8974,0.7783,0.1191
00184000,University of Notre Dame,2017,2016,IN,11,9,0.8182,0.6989,0.1193
00184000,University of Notre Dame,2017,2016,NY,25,19,0.76,0.8101,-0.0501
00184000,University of Notre Dame,2018,2017,CA,25,23,0.92,0.6619,0.2581
00184000,University of Notre Dame,2018,2017,FL,10,10,1,0.679,0.321
00184000,University of Notre Dame,2018,2017,IL,44,37,0.8409,0.7982,0.0427
00184000,University of Notre Dame,2018,2017,IN,17,15,0.8824,0.7288,0.1536
00184000,University of Notre Dame,2018,2017,NY,23,20,0.8696,0.8392,0.0304
00184200,Valparaiso University,2009,2008,IL,26,16,0.6154,0.9094,-0.294
00184200,Valparaiso University,2009,2008,IN,52,43,0.8269,0.8439,-0.017
00184200,Valparaiso University,2009,2008,MI,4,2,0.5,0.8213,-0.3213
00184200,Valparaiso University,2009,2008,UT,3,3,1,0.8729,0.1271
00184200,Valparaiso University,2009,2008,WI,3,3,1,0.9179,0.0821
00184200,Valparaiso University,2010,2009,CA,5,1,0.2,0.7319,-0.5319
00184200,Valparaiso University,2010,2009,IL,40,36,0.9,0.9089,-0.0089
00184200,Valparaiso University,2010,2009,IN,59,42,0.7119,0.8274,-0.1155
00184200,Valparaiso University,2010,2009,NJ,5,4,0.8,0.8364,-0.0364
00184200,Valparaiso University,2010,2009,NY,4,1,0.25,0.8651,-0.6151
00184200,Valparaiso University,2011,2010,CO,4,3,0.75,0.8279,-0.0779
00184200,Valparaiso University,2011,2010,IL,42,36,0.8571,0.8938,-0.0367
00184200,Valparaiso University,2011,2010,IN,74,58,0.7838,0.8093,-0.0255
00184200,Valparaiso University,2011,2010,MI,4,4,1,0.8483,0.1517
00184200,Valparaiso University,2011,2010,TX,4,4,1,0.8268,0.1732
00184200,Valparaiso University,2012,2011,CA,3,1,0.3333,0.7215,-0.3882
00184200,Valparaiso University,2012,2011,IL,62,43,0.6935,0.891,-0.1975
00184200,Valparaiso University,2012,2011,IN,63,48,0.7619,0.8328,-0.0709
00184200,Valparaiso University,2012,2011,MI,6,4,0.6667,0.8217,-0.155
00184200,Valparaiso University,2012,2011,WI,7,7,1,0.8849,0.1151
00184200,Valparaiso University,2013,2012,IL,44,32,0.7273,0.8734,-0.1461
00184200,Valparaiso University,2013,2012,IN,87,67,0.7701,0.7943,-0.0242
00184200,Valparaiso University,2013,2012,MI,9,5,0.5556,0.6432,-0.0876
00184200,Valparaiso University,2013,2012,MO,3,1,0.3333,0.9211,-0.5878
00184200,Valparaiso University,2013,2012,TX,4,2,0.5,0.8206,-0.3206
00184200,Valparaiso University,2013,2012,WI,3,1,0.3333,0.8619,-0.5286
00184200,Valparaiso University,2014,2013,IL,41,29,0.7073,0.8784,-0.1711
00184200,Valparaiso University,2014,2013,IN,73,56,0.7671,0.8258,-0.0587
00184200,Valparaiso University,2014,2013,MI,5,5,1,0.6916,0.3084
00184200,Valparaiso University,2014,2013,WI,2,2,1,0.8987,0.1013
00184200,Valparaiso University,2015,2014,IL,54,34,0.6296,0.8541,-0.2245
00184200,Valparaiso University,2015,2014,IN,69,42,0.6087,0.7939,-0.1852
00184200,Valparaiso University,2015,2014,MI,5,4,0.8,0.6881,0.1119
00184200,Valparaiso University,2015,2014,WI,9,5,0.5556,0.8122,-0.2566
00184200,Valparaiso University,2016,2015,IL,35,21,0.6,0.808,-0.208
00184200,Valparaiso University,2016,2015,IN,55,36,0.6545,0.786,-0.1315
00184200,Valparaiso University,2017,2016,IL,35,14,0.4,0.7783,-0.3783
00184200,Valparaiso University,2017,2016,IN,72,46,0.6389,0.6989,-0.06
00184200,Valparaiso University,2018,2017,IL,23,9,0.3913,0.7982,-0.4069
00184200,Valparaiso University,2018,2017,IN,47,22,0.4681,0.7288,-0.2607
00186000,Drake University,2009,2008,IA,81,73,0.9012,0.9011,0.0001
00186000,Drake University,2009,2008,IL,11,9,0.8182,0.9094,-0.0912
00186000,Drake University,2009,2008,WI,11,11,1,0.9179,0.0821
00186000,Drake University,2010,2009,IA,83,80,0.9639,0.9317,0.0322
00186000,Drake University,2010,2009,IL,10,9,0.9,0.9089,-0.0089
00186000,Drake University,2011,2010,IA,97,88,0.9072,0.9109,-0.0037
00186000,Drake University,2011,2010,NV,5,5,1,0.7272,0.2728
00186000,Drake University,2012,2011,IA,119,109,0.916,0.8953,0.0207
00186000,Drake University,2012,2011,IL,6,6,1,0.891,0.109
00186000,Drake University,2012,2011,MN,4,4,1,0.9294,0.0706
00186000,Drake University,2012,2011,NY,4,4,1,0.8503,0.1497
00186000,Drake University,2013,2012,IA,99,89,0.899,0.9246,-0.0256
00186000,Drake University,2013,2012,MN,7,7,1,0.9066,0.0934
00186000,Drake University,2014,2013,IA,110,104,0.9455,0.9337,0.0118
00186000,Drake University,2014,2013,MO,4,4,1,0.9044,0.0956
00186000,Drake University,2015,2014,IA,100,84,0.84,0.8436,-0.0036
00186000,Drake University,2016,2015,IA,92,79,0.8587,0.8902,-0.0315
00186000,Drake University,2017,2016,IA,90,71,0.7889,0.7443,0.0446
00186000,Drake University,2018,2017,IA,80,66,0.825,0.8657,-0.0407
00189200,University of Iowa,2009,2008,CA,10,6,0.6,0.7807,-0.1807
00189200,University of Iowa,2009,2008,IA,66,62,0.9394,0.9011,0.0383
00189200,University of Iowa,2009,2008,IL,37,37,1,0.9094,0.0906
00189200,University of Iowa,2009,2008,MN,13,12,0.9231,0.9109,0.0122
00189200,University of Iowa,2009,2008,MO,10,9,0.9,0.9233,-0.0233
00189200,University of Iowa,2010,2009,CA,14,11,0.7857,0.7319,0.0538
00189200,University of Iowa,2010,2009,IA,53,50,0.9434,0.9317,0.0117
00189200,University of Iowa,2010,2009,IL,32,31,0.9688,0.9089,0.0599
00189200,University of Iowa,2010,2009,MN,18,18,1,0.8958,0.1042
00189200,University of Iowa,2010,2009,NY,13,10,0.7692,0.8651,-0.0959
00189200,University of Iowa,2011,2010,CA,12,10,0.8333,0.7124,0.1209
00189200,University of Iowa,2011,2010,IA,70,65,0.9286,0.9109,0.0177
00189200,University of Iowa,2011,2010,IL,32,30,0.9375,0.8938,0.0437
00189200,University of Iowa,2011,2010,MN,15,15,1,0.9221,0.0779
00189200,University of Iowa,2011,2010,NY,12,9,0.75,0.8492,-0.0992
00189200,University of Iowa,2012,2011,CA,10,5,0.5,0.7215,-0.2215
00189200,University of Iowa,2012,2011,IA,72,65,0.9028,0.8953,0.0075
00189200,University of Iowa,2012,2011,IL,22,21,0.9545,0.891,0.0635
00189200,University of Iowa,2012,2011,MN,13,13,1,0.9294,0.0706
00189200,University of Iowa,2012,2011,NY,14,11,0.7857,0.8503,-0.0646
00189200,University of Iowa,2013,2012,CA,13,8,0.6154,0.7143,-0.0989
00189200,University of Iowa,2013,2012,IA,68,65,0.9559,0.9246,0.0313
00189200,University of Iowa,2013,2012,IL,29,26,0.8966,0.8734,0.0232
