schoolid,schoolname,cohort,lt_emp,bar_ftlt,bar_ftst,bar_ptlt,bar_ptst,bar_emp,jda_ftlt,jda_ftst,jda_ptlt,jda_ptst,jda_emp,prof_ftlt,prof_ftst,prof_ptlt,prof_ptst,prof_emp,nprof_ftlt,nprof_ftst,nprof_ptlt,nprof_ptst,nprof_emp,undet_ftlt,undet_ftst,undet_ptlt,undet_ptst,undet_emp,gradsch_ft,unemp_def,unemp_ns,unemp_seek,emp_stat_unk,total_grads,fundbar_ftlt,fundbar_ftst,fundbar_ptlt,fundbar_ptst,fundbar_emp,lawfund_lt,lawfund_st,fundjda_ftlt,fundjda_ftst,fundjda_ptlt,fundjda_ptst,fundjda_emp,fundprof_ftlt,fundprof_ftst,fundprof_ptlt,fundprof_ptst,fundprof_emp,fundnprof_ftlt,fundnprof_ftst,fundnprof_ptlt,fundnprof_ptst,fundnprof_emp,funded_ftlt,funded_ftst,funded_ptlt,funded_ptst,funded_emp,solo_ftlt,solo_ftst,solo_ptlt,solo_ptst,solo_emp,solo_lt,solo_st,sz_2_10_ftlt,sz_2_10_ftst,sz_2_10_ptlt,sz_2_10_ptst,sz_2_10_emp,sz_2_10_lt,sz_2_10_st,sz_11_25_ftlt,sz_11_25_ftst,sz_11_25_ptlt,sz_11_25_ptst,sz_11_25_emp,sz_11_25_lt,sz_11_25_st,sz_26_50_ftlt,sz_26_50_ftst,sz_26_50_ptlt,sz_26_50_ptst,sz_26_50_emp,sz_26_50_lt,sz_26_50_st,sz_51_100_ftlt,sz_51_100_ftst,sz_51_100_ptlt,sz_51_100_ptst,sz_51_100_emp,sz_51_100_lt,sz_51_100_st,sz_101_250_ftlt,sz_101_250_ftst,sz_101_250_ptlt,sz_101_250_ptst,sz_101_250_emp,sz_101_250_lt,sz_101_250_st,sz_251_500_ftlt,sz_251_500_ftst,sz_251_500_ptlt,sz_251_500_ptst,sz_251_500_emp,sz_251_500_lt,sz_251_500_st,sz_501up_ftlt,sz_501up_ftst,sz_501up_ptlt,sz_501up_ptst,sz_501up_emp,sz_501up_lt,sz_501up_st,sz_unk_ftlt,sz_unk_ftst,sz_unk_ptlt,sz_unk_ptst,sz_unk_emp,sz_unk_lt,sz_unk_st,bsind_ftlt,bsind_ftst,bsind_ptlt,bsind_ptst,bsind_emp,bsind_lt,bsind_st,gov_ftlt,gov_ftst,gov_ptlt,gov_ptst,gov_emp,gov_lt,gov_st,pub_ftlt,pub_ftst,pub_ptlt,pub_ptst,pub_emp,pub_lt,pub_st,fedclk_ftlt,fedclk_ftst,fedclk_ptlt,fedclk_ptst,fedclk_emp,fedclk_lt,fedclk_st,locclk_ftlt,locclk_ftst,locclk_ptlt,locclk_ptst,locclk_emp,locclk_lt,locclk_st,othclk_ftlt,othclk_ftst,othclk_ptlt,othclk_ptst,othclk_emp,acad_ftlt,acad_ftst,acad_ptlt,acad_ptst,acad_emp,acad_lt,acad_st,unk_ftlt,unk_ftst,unk_ptlt,unk_ptst,unk_emp,total_ftlt,total_ftst,total_ptlt,total_ptst,total_emp_type,total_lt,total_st,state_emp1,state_emp1_num,state_emp2,state_emp2_num,state_emp3,state_emp3_num,foreign_emp_num
00169800,John Marshall Law School,2017,,161,5,2,2,170,43,7,3,3,56,9,0,1,1,11,2,0,3,0,5,0,0,0,0,0,3,2,4,31,2,285,0,0,1,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,14,,,67,0,3,2,72,,,14,0,1,0,15,,,11,0,0,0,11,,,4,0,1,0,5,,,3,0,0,0,3,,,4,2,0,0,6,,,5,0,0,0,5,,,0,0,0,0,0,,,36,9,3,3,51,,,36,1,1,0,38,,,6,0,0,1,7,,,2,0,0,0,2,,,8,0,0,0,8,,,0,0,0,0,0,5,0,1,0,6,,,0,0,0,0,0,215,12,10,6,243,,,IL,212,CA,3,MN,3,1
00171000,Loyola University-Chicago,2010,181,,,,,,,,,,,,,,,,,,,,,,,,,,9,,6,12,3,266,,,,,,0,3,,,,,,,,,,,,,,,,,,,,3,,,,,2,1,1,,,,,60,46,11,,,,,12,11,1,,,,,3,3,0,,,,,9,8,1,,,,,11,10,1,,,,,8,8,0,,,,,11,11,0,,,,,4,0,3,,,,,53,38,15,,,,,25,17,7,,,,,14,8,4,,,,,7,7,0,,,,,10,10,0,,,,,,,,,,7,3,4,,,,,0,,,,,236,181,48,IL,182,CA,12,MI,6,3
00171000,Loyola University-Chicago,2011,,126,12,4,2,144,26,7,6,12,51,14,0,0,1,15,2,0,1,4,7,0,0,0,0,1,10,0,1,22,0,251,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,7,5,0,0,0,5,,,45,2,6,2,55,,,12,2,0,2,16,,,6,0,0,0,6,,,4,0,1,0,5,,,11,0,0,0,11,,,4,0,0,0,4,,,8,0,0,0,8,,,0,0,0,0,0,,,32,8,3,5,48,,,22,6,1,1,30,,,4,1,0,1,6,,,4,0,0,0,4,,,8,0,0,0,8,,,0,0,0,0,0,3,0,0,8,11,,,0,0,0,0,1,168,19,11,19,218,,,IL,180,MI,6,MN,4,1
00171000,Loyola University-Chicago,2012,,148,11,8,5,172,24,4,0,3,31,16,0,3,2,21,0,0,0,2,2,0,0,0,0,0,13,0,4,28,0,271,0,2,1,0,3,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,5,0,0,0,5,,,50,2,7,4,63,,,15,1,0,0,16,,,6,0,0,0,6,,,9,0,0,0,9,,,5,0,0,0,5,,,4,0,0,0,4,,,18,0,0,0,18,,,0,0,0,0,0,,,38,9,2,4,53,,,17,0,0,0,17,,,11,2,1,2,16,,,2,0,0,0,2,,,3,0,0,0,3,,,0,0,0,0,0,5,1,1,1,8,,,0,0,0,1,1,188,15,11,12,226,,,IL,183,CA,10,MI,5,1
00171000,Loyola University-Chicago,2013,,144,15,9,9,177,41,2,2,2,47,14,2,1,0,17,0,0,0,2,2,0,0,0,0,0,8,0,3,28,4,286,0,2,0,4,6,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,7,6,0,1,1,8,,,52,2,9,2,65,,,10,0,0,0,10,,,5,0,0,0,5,,,5,0,0,0,5,,,9,0,0,0,9,,,6,0,0,0,6,,,20,0,0,0,20,,,0,0,0,0,0,,,46,9,1,5,61,,,21,3,1,0,25,,,10,2,0,4,16,,,5,2,0,0,7,,,3,0,0,0,3,,,0,0,0,0,0,1,1,0,1,3,,,0,0,0,0,0,199,19,12,13,243,,,IL,194,MI,9,CA,6,2
00171000,Loyola University-Chicago,2014,,146,9,3,7,165,42,4,3,6,55,7,0,0,5,12,1,0,1,0,2,0,0,0,0,0,2,2,3,16,5,262,1,0,0,0,1,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,0,3,,,45,4,0,8,57,,,7,0,2,0,9,,,7,0,0,0,7,,,7,0,0,0,7,,,6,0,1,0,7,,,8,0,0,0,8,,,14,1,0,1,16,,,0,0,0,0,0,,,45,6,3,2,56,,,28,2,0,2,32,,,13,0,0,2,15,,,2,0,0,0,2,,,11,0,0,0,11,,,0,0,0,0,0,1,0,0,3,4,,,0,0,0,0,0,196,13,7,18,234,,,IL,160,MI,6,CA,5,0
00171000,Loyola University-Chicago,2015,,133,10,5,3,151,36,11,3,3,53,8,3,2,1,14,1,1,2,0,4,0,0,0,0,0,5,3,2,27,0,261,1,0,0,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,,,32,4,7,2,45,,,18,2,1,0,21,,,11,0,0,0,11,,,6,0,0,0,6,,,7,0,0,0,7,,,5,0,0,0,5,,,22,0,0,0,22,,,0,0,0,0,0,,,43,17,3,4,67,,,16,0,0,0,16,,,10,1,0,2,13,,,1,0,0,0,1,,,3,0,0,0,3,,,3,1,0,0,4,2,0,1,0,3,,,0,0,0,0,0,179,25,12,8,224,,,IL,184,CA,9,FL,4,1
00171000,Loyola University-Chicago,2016,,120,6,1,3,130,31,1,6,5,43,6,0,1,2,9,0,1,0,0,1,0,0,0,0,0,5,1,2,15,2,209,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,35,2,3,3,43,,,13,1,1,2,17,,,12,0,0,0,12,,,1,0,0,0,1,,,6,2,0,0,8,,,9,0,0,0,9,,,20,0,0,1,21,,,0,0,0,0,0,,,33,2,3,2,40,,,16,1,0,0,17,,,4,0,1,2,7,,,2,0,0,0,2,,,4,0,0,0,4,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,158,8,8,10,184,,,IL,149,CA,6,DC,6,0
00171000,Loyola University-Chicago,2017,,138,4,1,1,144,34,0,3,2,39,1,0,1,0,2,1,0,3,0,4,0,0,0,0,0,6,0,4,23,0,222,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,38,0,3,2,43,,,18,0,0,0,18,,,7,0,0,0,7,,,2,0,0,0,2,,,2,0,0,0,2,,,8,0,0,0,8,,,25,0,0,0,25,,,0,0,0,0,0,,,30,2,3,1,36,,,16,1,0,0,17,,,13,0,1,0,14,,,5,1,0,0,6,,,7,0,0,0,7,,,0,0,0,0,0,2,0,1,0,3,,,0,0,0,0,0,174,4,8,3,189,,,IL,155,CA,6,DC,3,5
00173700,Northern Illinois University,2010,62,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7,7,7,99,,,,,,1,2,,,,,,,,,,,,,,,,,,,,3,,,,,3,3,0,,,,,21,19,2,,,,,3,2,1,,,,,1,1,0,,,,,2,2,0,,,,,1,1,0,,,,,0,0,0,,,,,0,0,0,,,,,0,0,0,,,,,16,13,3,,,,,16,14,2,,,,,7,5,2,,,,,0,0,0,,,,,1,1,0,,,,,,,,,,4,1,3,,,,,0,,,,,75,62,13,IL,71,WI,2,NY,1,0
00173700,Northern Illinois University,2011,,53,3,9,0,65,5,0,2,0,7,1,0,0,0,1,4,0,1,0,5,0,0,0,0,0,0,0,3,15,1,97,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,2,3,0,0,0,3,,,22,0,7,0,29,,,5,0,0,0,5,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,11,0,4,0,15,,,9,2,1,0,12,,,6,0,0,0,6,,,1,0,0,0,1,,,1,1,0,0,2,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,63,3,12,0,78,,,IL,69,NC,2,WI,2,0
00173700,Northern Illinois University,2012,,57,1,7,1,66,2,0,0,3,5,4,1,1,0,6,0,0,1,0,1,0,0,0,0,0,1,1,2,6,3,91,0,0,0,0,0,,,0,0,0,2,2,1,1,0,0,2,0,0,0,0,0,1,1,0,2,4,6,0,0,0,6,,,24,0,6,2,32,,,4,0,0,0,4,,,0,0,0,0,0,,,1,0,0,0,1,,,2,0,0,0,2,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,14,0,2,0,16,,,7,1,0,0,8,,,3,0,0,0,3,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,1,1,1,2,5,,,0,0,0,0,0,63,2,9,4,78,,,IL,66,CO,2,WI,2,0
00173700,Northern Illinois University,2013,,63,0,5,2,70,9,1,2,3,15,2,0,2,0,4,0,0,4,0,4,0,0,0,0,0,1,1,6,15,1,117,0,0,0,0,0,,,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,1,0,5,,,36,0,4,2,42,,,2,0,0,1,3,,,2,0,0,0,2,,,0,0,0,0,0,,,3,0,0,0,3,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,5,1,8,1,15,,,17,0,0,0,17,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,1,0,0,1,2,,,0,0,0,0,0,74,1,13,5,93,,,IL,80,WI,6,AZ,1,0
00173700,Northern Illinois University,2014,,60,2,2,0,64,13,1,5,0,19,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,7,1,99,1,1,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,2,,,32,0,5,0,37,,,4,0,0,0,4,,,1,0,0,0,1,,,2,0,0,0,2,,,1,1,0,0,2,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,11,0,2,0,13,,,18,1,1,0,20,,,2,0,0,0,2,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,2,1,0,0,3,,,0,0,0,0,0,76,3,8,0,87,,,IL,76,DC,2,FL,2,0
00173700,Northern Illinois University,2015,,60,0,2,0,62,15,0,4,0,19,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,2,0,3,7,3,101,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,3,,,25,0,3,0,28,,,5,0,0,0,5,,,3,0,0,0,3,,,2,0,0,0,2,,,2,0,0,0,2,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,9,0,1,0,10,,,22,0,1,0,23,,,4,0,0,0,4,,,1,0,0,0,1,,,2,0,0,0,2,,,0,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,80,0,6,0,86,,,IL,75,WI,4,IN,2,0
00173700,Northern Illinois University,2016,,52,0,0,0,52,14,0,2,1,17,1,0,0,0,1,4,0,1,0,5,0,0,0,0,0,4,1,0,4,3,88,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,,,28,0,1,0,29,,,5,0,0,0,5,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,9,0,1,1,11,,,22,0,1,0,23,,,5,0,0,0,5,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,72,0,3,1,76,,,IL,66,WI,2,CO,1,0
00173700,Northern Illinois University,2017,,42,0,0,0,42,11,0,1,1,13,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,1,0,1,6,3,70,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,,,14,0,1,1,16,,,9,0,0,0,9,,,1,0,0,0,1,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,4,1,1,0,6,,,13,0,0,0,13,,,9,0,0,0,9,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,55,1,2,1,59,,,IL,50,WI,3,MD,1,0
00173900,Northwestern University,2010,251,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3,5,3,285,,,,,,2,8,,,,,,,,,,,,,,,,,,,,10,,,,,0,0,0,,,,,5,5,0,,,,,1,1,0,,,,,3,3,0,,,,,8,8,0,,,,,13,13,0,,,,,21,21,0,,,,,115,115,0,,,,,0,0,0,,,,,33,26,7,,,,,12,11,1,,,,,17,16,1,,,,,23,23,0,,,,,6,6,0,,,,,,,,,,10,2,8,,,,,1,,,,,268,250,17,IL,120,NY,37,CA,29,10
00173900,Northwestern University,2011,,221,1,8,5,235,22,1,1,3,27,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,5,0,2,11,3,287,,,,,,,,,,,,,,,,,,,,,,,0,0,6,5,11,2,0,0,0,2,,,6,0,2,0,8,,,4,1,0,0,5,,,5,0,0,0,5,,,11,0,0,1,12,,,15,0,0,0,15,,,22,0,0,0,22,,,116,0,0,0,116,,,1,0,0,0,1,,,25,1,1,2,29,,,7,0,2,1,10,,,5,0,3,3,11,,,23,0,0,0,23,,,3,0,0,0,3,,,0,0,0,0,0,2,0,1,1,4,,,0,0,0,0,0,247,2,9,8,266,,,IL,111,NY,47,CA,29,8
00173900,Northwestern University,2012,,225,0,9,2,236,28,0,1,1,30,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2,2,12,2,295,1,0,9,0,10,,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,10,1,12,1,0,0,0,1,,,10,0,1,0,11,,,5,0,1,0,6,,,4,0,1,0,5,,,9,0,0,0,9,,,7,0,0,0,7,,,11,0,0,0,11,,,127,0,0,0,127,,,0,0,0,0,0,,,35,0,1,2,38,,,12,0,1,0,13,,,9,0,4,0,13,,,19,0,0,0,19,,,5,0,1,0,6,,,0,0,0,0,0,1,0,0,1,2,,,0,0,0,0,0,255,0,10,3,268,,,IL,115,NY,44,CA,31,4
00173900,Northwestern University,2013,,225,2,6,2,235,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,11,0,284,5,0,6,1,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,1,12,0,0,0,0,0,,,1,0,0,0,1,,,2,0,1,0,3,,,5,1,0,0,6,,,6,0,0,0,6,,,11,0,0,0,11,,,6,0,0,0,6,,,141,0,0,0,141,,,0,0,0,0,0,,,39,1,0,1,41,,,15,0,1,0,16,,,8,0,0,1,9,,,22,0,3,0,25,,,1,0,1,0,2,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,258,2,6,2,268,,,IL,104,NY,60,CA,37,1
00173900,Northwestern University,2014,,237,1,3,0,241,25,1,0,1,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,16,0,291,9,0,1,0,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,10,1,0,0,0,1,,,3,0,1,0,4,,,1,1,0,0,2,,,4,0,1,0,5,,,8,0,0,0,8,,,7,1,0,0,8,,,20,0,0,0,20,,,135,0,1,0,136,,,0,0,0,0,0,,,22,0,0,1,23,,,14,0,0,0,14,,,10,0,0,1,11,,,27,0,0,0,27,,,7,0,0,0,7,,,1,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,262,2,3,2,269,,,IL,105,NY,44,CA,36,9
00173900,Northwestern University,2015,,234,0,1,0,235,21,0,0,0,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,12,0,288,8,1,0,4,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,13,0,0,0,0,0,,,7,0,1,0,8,,,4,1,0,2,7,,,2,0,0,0,2,,,2,0,0,1,3,,,8,0,0,0,8,,,23,0,0,0,23,,,148,0,0,0,148,,,0,0,0,0,0,,,25,0,0,0,25,,,7,0,0,1,8,,,12,0,0,0,12,,,21,0,0,0,21,,,5,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,264,1,1,4,270,,,IL,106,NY,49,CA,41,7
00173900,Northwestern University,2016,,203,0,2,0,205,19,1,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,249,8,0,0,2,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,10,0,0,0,0,0,,,3,0,1,0,4,,,3,0,1,0,4,,,2,0,0,0,2,,,5,0,0,0,5,,,4,0,0,0,4,,,7,0,0,0,7,,,142,0,0,0,142,,,0,0,0,0,0,,,17,1,0,0,18,,,11,0,0,1,12,,,13,0,0,0,13,,,18,0,0,0,18,,,4,0,0,1,5,,,0,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,231,1,2,2,236,,,IL,103,NY,55,CA,22,3
00173900,Northwestern University,2017,,204,0,0,1,205,24,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,248,4,0,0,1,5,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,,,5,0,0,1,6,,,1,0,0,0,1,,,2,0,0,0,2,,,3,0,0,0,3,,,6,0,0,0,6,,,9,0,0,0,9,,,137,0,0,0,137,,,0,0,0,0,0,,,25,0,0,3,28,,,9,0,0,0,9,,,8,0,0,1,9,,,19,0,0,0,19,,,7,0,0,0,7,,,0,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,233,0,0,5,238,,,IL,96,NY,56,CA,29,6
00175800,Southern Illinois University-Carbondale,2010,92,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,19,11,135,,,,,,1,0,,,,,,,,,,,,,,,,,,,,1,,,,,7,7,0,,,,,31,30,1,,,,,10,10,0,,,,,3,3,0,,,,,0,0,0,,,,,2,2,0,,,,,0,0,0,,,,,2,2,0,,,,,0,0,0,,,,,15,11,4,,,,,20,19,1,,,,,1,1,0,,,,,1,1,0,,,,,4,4,0,,,,,,,,,,2,2,0,,,,,0,,,,,98,92,6,IL,61,KY,10,MO,7,1
00175800,Southern Illinois University-Carbondale,2011,,66,1,1,0,68,10,0,0,0,10,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,10,15,111,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,9,0,1,0,10,,,34,0,0,0,34,,,6,0,0,0,6,,,3,0,0,0,3,,,2,0,0,0,2,,,1,0,0,0,1,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,8,1,0,0,9,,,10,0,0,0,10,,,2,0,0,0,2,,,0,0,0,0,0,,,2,0,0,0,2,,,0,0,0,0,0,0,1,0,0,1,,,0,0,0,0,0,79,2,1,0,82,,,IL,54,MO,9,TN,4,1
00175800,Southern Illinois University-Carbondale,2012,,67,3,2,2,74,3,1,0,2,6,3,1,0,2,6,1,2,0,3,6,0,0,0,0,0,2,2,6,16,10,128,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,,,33,2,2,3,40,,,4,0,0,1,5,,,1,0,0,0,1,,,2,1,0,0,3,,,2,0,0,0,2,,,0,0,0,0,0,,,0,0,0,0,0,,,2,0,0,1,3,,,3,3,0,3,9,,,10,0,0,0,10,,,5,0,0,0,5,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,2,1,0,1,4,,,1,0,0,0,1,74,7,2,9,92,,,IL,65,MO,7,KY,4,1
00175800,Southern Illinois University-Carbondale,2013,,93,1,1,2,97,9,1,1,0,11,5,0,0,0,5,0,0,1,2,3,1,0,0,0,1,2,0,0,10,0,129,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,36,1,0,2,39,,,10,0,0,0,10,,,9,0,0,0,9,,,3,0,0,0,3,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,3,0,0,0,3,,,9,1,2,1,13,,,21,0,0,0,21,,,3,0,0,1,4,,,1,0,0,0,1,,,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,,,4,0,1,0,5,108,2,3,4,117,,,IL,56,MO,16,CA,4,0
00175800,Southern Illinois University-Carbondale,2014,,68,1,0,1,70,6,2,0,1,9,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,20,2,105,0,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,,,31,0,0,0,31,,,8,0,0,0,8,,,3,0,0,0,3,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,9,2,1,0,12,,,17,1,0,0,18,,,0,0,0,0,0,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,0,0,0,2,2,,,0,0,0,0,0,75,3,1,2,81,,,IL,62,MO,12,IN,2,0
00175800,Southern Illinois University-Carbondale,2015,,56,0,2,2,60,8,2,0,1,11,4,0,3,0,7,2,1,0,0,3,0,0,0,0,0,1,0,0,15,1,99,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,24,0,1,1,26,,,5,0,0,0,5,,,2,0,0,0,2,,,1,0,0,0,1,,,1,0,0,0,1,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,1,1,,,16,3,1,0,20,,,14,0,3,0,17,,,2,0,0,0,2,,,0,0,0,0,0,,,1,0,0,0,1,,,1,0,0,0,1,0,0,0,1,1,,,0,0,0,0,0,70,3,5,4,82,,,IL,48,MO,10,KY,3,1
00175800,Southern Illinois University-Carbondale,2016,,67,1,0,1,69,14,1,0,1,16,1,0,0,0,1,2,1,0,0,3,0,0,0,0,0,4,2,2,17,2,117,0,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,,,33,1,0,1,35,,,5,0,0,0,5,,,1,0,0,0,1,,,1,1,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,1,0,0,0,1,,,1,0,0,0,1,,,6,0,0,1,7,,,26,1,0,0,27,,,3,0,0,0,3,,,3,0,0,0,3,,,1,0,0,0,1,,,0,0,0,0,0,1,0,0,1,2,,,0,0,0,0,0,84,3,0,3,90,,,IL,55,MO,12,TX,4,0
00175800,Southern Illinois University-Carbondale,2017,,64,3,0,0,67,4,1,1,0,6,8,0,2,0,10,1,0,1,0,2,0,0,0,0,0,3,3,2,19,4,116,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,30,1,2,0,33,,,3,0,0,0,3,,,3,0,0,0,3,,,2,0,0,0,2,,,3,0,0,0,3,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,7,0,0,0,7,,,15,1,1,0,17,,,5,1,0,0,6,,,2,0,0,0,2,,,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,3,77,4,4,0,85,,,IL,52,MO,16,IN,3,0
00177400,University of Chicago,2010,188,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,2,0,195,,,,,,0,2,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,0,,,,,6,6,0,,,,,5,5,0,,,,,2,2,0,,,,,5,5,0,,,,,5,5,0,,,,,11,11,0,,,,,101,101,0,,,,,1,1,0,,,,,8,8,0,,,,,6,6,0,,,,,10,9,1,,,,,24,24,0,,,,,3,3,0,,,,,,,,,,3,2,1,,,,,1,,,,,191,188,2,IL,69,NY,48,CA,16,4
00177400,University of Chicago,2011,,179,0,1,1,181,14,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,203,,,,,,,,,,,,,,,,,,,,,,,24,0,0,1,25,0,0,0,0,0,,,7,0,0,0,7,,,3,0,1,0,4,,,6,0,0,0,6,,,7,0,1,0,8,,,2,0,0,0,2,,,6,0,0,0,6,,,83,0,0,0,83,,,0,0,0,0,0,,,17,0,0,1,18,,,9,0,0,0,9,,,31,0,0,0,31,,,19,0,0,0,19,,,1,0,0,0,1,,,0,0,0,0,0,3,0,1,1,5,,,0,0,0,0,0,194,0,3,2,199,,,IL,78,NY,25,CA,23,8
